Student,Gender,PSATM,SATM,ACTM,Rank,Size,GPAadj,PlcmtScore,Recommends,Course,Grade,RecTaken,TooHigh,TooLow,CourseSuccess
2085,,,,30,112,615,36,39,R4,128,B,0,1,0,1
2088,,62,62,31,0,0,38,48,R4,128,A,0,1,0,1
2089,,62,61,33,110,522,38,47,R4,128,A-,0,1,0,1
2093,,,70,29,0,0,39,49,R4,128,B,0,1,0,1
2095,,66,65,31,24,112,37,41,R4,128,C+,0,1,0,0
2107,,70,73,28,0,0,38,39,R4,128,C,0,1,0,0
2123,,65,73,29,65,418,36,42,R4,128,C+,0,1,0,0
2126,,,,31,13,283,35,40,R4,128,B+,0,1,0,1
2127,,69,70,,29,230,36,45,R4,128,A,0,1,0,1
2137,,71,70,36,1,306,40,55,R4,128,A,0,1,0,1
2141,,80,73,35,1,322,40,56,R4,128,A,0,1,0,1
2145,,,70,,0,0,40,52,R4,220,A,0,1,0,1
2149,,,66,30,0,46,31,34,R4,126,B+,0,1,0,1
2154,,60,,25,31,532,39,,R4,128,B,0,1,0,1
2155,,,75,36,6,491,40,,R4,220,A,0,1,0,1
2163,,58,,31,18,245,38,44,R4,128,A-,0,1,0,1
2170,,66,65,32,26,492,40,52,R4,128,A,0,1,0,1
2174,,58,60,,25,401,37,,R4,128,B,0,1,0,1
2181,,,71,,0,0,36,46,R4,128,A,0,1,0,1
2183,,,73,31,26,279,37,45,R4,128,B,0,1,0,1
2184,,55,59,27,15,349,40,41,R4,128,C,0,1,0,0
2185,,61,60,25,7,375,40,46,R4,128,B,0,1,0,1
2203,,,,28,31,197,37,36,R4,128,C+,0,1,0,0
2204,,58,,27,5,548,39,41,R4,120,A,0,0,1,1
2223,,,,32,1,474,40,51,R4,128,A,0,1,0,1
2227,,,75,33,1,579,40,46,R4,128,A,0,1,0,1
2240,,,77,34,1,265,40,,R4,220,A,0,1,0,1
2247,,69,,30,6,349,40,50,R4,128,A+,0,1,0,1
2249,,75,71,31,0,0,40,44,R4,128,A-,0,1,0,1
2250,,,68,26,1,398,39,40,R4,128,B+,0,1,0,1
2256,,68,69,,0,0,39,47,R4,128,B,0,1,0,1
2258,,,74,31,1,410,40,45,R4,128,B-,0,1,0,0
2260,,65,,31,1,132,40,47,R4,128,B+,0,1,0,1
2270,,,76,32,0,0,37,50,R4,128,A,0,1,0,1
2272,,69,,29,5,542,40,50,R4,128,A,0,1,0,1
2273,,,,31,78,410,35,41,R4,128,C+,0,1,0,0
2283,,,,29,1,270,40,47,R4,128,A,0,1,0,1
2287,,,61,29,55,620,39,44,R4,128,A,0,1,0,1
2289,,64,69,31,45,378,38,46,R4,128,B,0,1,0,1
2294,,69,,33,202,515,33,40,R4,126,A,0,1,0,1
2297,,59,59,27,19,212,39,40,R4,126,A,0,1,0,1
2298,,,,33,22,479,39,52,R4,128,A,0,1,0,1
2300,,,66,22,6,78,38,36,R4,128,C,0,1,0,0
2301,,,66,30,0,0,40,45,R4,128,B,0,1,0,1
2307,,71,73,,2,273,40,,R4,128,A,0,1,0,1
2314,,,62,29,34,442,39,44,R4,128,B-,0,1,0,0
2315,,62,69,,3,200,38,43,R4,120,A-,0,0,1,1
2320,,68,,29,2,139,40,,R4,128,A,0,1,0,1
2335,,,,30,196,618,37,43,R4,128,A,0,1,0,1
2339,,71,,33,0,0,40,46,R4,128,B,0,1,0,1
2344,,,72,32,38,152,34,45,R4,128,B+,0,1,0,1
2345,,60,68,29,22,431,39,45,R4,128,B,0,1,0,1
2376,,78,,35,6,331,40,47,R4,128,A-,0,1,0,1
2385,,,69,,530,778,24,25,R4,128,B,0,1,0,1
2392,,,64,30,0,0,32,37,R4,220,C,0,1,0,0
2418,,60,,31,1,288,40,,R4,128,A+,0,1,0,1
2428,,60,,29,98,163,29,31,R4,128,C+,0,1,0,0
2450,,,54,,0,0,40,,R4,128,A+,0,1,0,1
2481,,,,29,8,211,40,45,R4,128,B-,0,1,0,0
2512,,62,64,30,36,442,40,44,R4,128,B-,0,1,0,0
2519,,,70,32,113,336,34,,R4,220,A,0,1,0,1
2524,,60,71,31,1,345,40,45,R4,128,B,0,1,0,1
2526,,74,79,,,,35,52,R4,128,A,0,1,0,1
2566,,56,,29,100,469,36,38,R4,126,A-,0,1,0,1
2586,,0,,32,4,419,40,48,R4,128,B,0,1,0,1
2596,,65,66,35,86,526,36,51,R4,220,B,0,1,0,1
2598,,68,,35,3,145,40,53,R4,128,B+,0,1,0,1
2609,,,,28,65,419,37,43,R4,128,B,0,1,0,1
2615,,,71,32,11,247,40,47,R4,126,C-,0,1,0,0
2617,,53,65,,5,87,40,48,R4,128,A-,0,1,0,1
2620,,60,,32,7,584,40,46,R4,128,B+,0,1,0,1
2622,,,67,30,2,323,40,46,R4,128,A,0,1,0,1
2629,,65,,33,16,342,40,50,R4,128,A,0,1,0,1
2644,,,,32,6,60,38,47,R4,128,B-,0,1,0,0
2651,,52,,24,6,130,39,41,R4,128,,0,1,0,
2656,,,,28,1,350,40,45,R4,128,A,0,1,0,1
2687,,64,,32,34,342,38,46,R4,220,C,0,1,0,0
2689,,,,33,143,689,32,40,R4,128,B,0,1,0,1
2700,,0,,32,1,555,40,51,R4,128,A,0,1,0,1
2706,,,64,26,20,323,40,40,R4,122,A-,1,0,0,1
2707,,,,28,1,60,40,45,R4,128,A,0,1,0,1
2722,,,,34,24,357,39,44,R4,128,A-,0,1,0,1
2724,,,63,32,26,228,38,44,R4,128,B+,0,1,0,1
2729,,,70,32,1,597,40,53,R4,128,A+,0,1,0,1
2736,,,65,28,,38,35,40,R4,220,A,0,1,0,1
2738,,,,29,10,350,40,45,R4,128,A,0,1,0,1
2756,,,,25,9,130,39,41,R4,128,C,0,1,0,0
2768,,,76,35,54,256,36,51,R4,128,B,0,1,0,1
2770,,70,72,32,15,584,40,43,R4,128,B,0,1,0,1
2791,,,74,31,12,484,40,46,R4,128,B+,0,1,0,1
2802,,74,72,34,22,286,39,50,R4,128,A-,0,1,0,1
2808,,,74,33,39,391,39,55,R4,128,A,0,1,0,1
2815,,,,26,13,155,38,38,R4,128,B+,0,1,0,1
2820,,,64,27,32,300,32,39,R4,128,B,0,1,0,1
2843,,72,69,32,7,332,40,48,R4,128,A-,0,1,0,1
2865,,63,,30,45,335,36,40,R4,128,B,0,1,0,1
2872,,,,31,20,699,40,45,R4,120,,0,0,1,
2884,,,56,30,28,373,39,42,R4,128,B,0,1,0,1
2886,,,,32,41,699,40,49,R4,128,A-,0,1,0,1
2906,,,70,,28,143,34,43,R4,128,B-,0,1,0,0
2914,,,63,28,1,382,40,43,R4,128,B+,0,1,0,1
2923,,,71,,4,263,39,49,R4,128,A,0,1,0,1
2927,,,72,30,11,312,40,45,R4,128,A-,0,1,0,1
2932,,,71,33,21,479,39,51,R4,128,A,0,1,0,1
2964,,68,72,33,31,638,40,51,R4,128,A-,0,1,0,1
2978,,,70,30,,,36,41,R4,128,B,0,1,0,1
2989,,57,58,29,29,520,39,43,R4,128,C,0,1,0,0
2993,,75,80,36,4,199,40,55,R4,220,A+,0,1,0,1
3003,,0,70,36,27,403,39,51,R4,128,A,0,1,0,1
3005,,,,30,112,467,36,43,R4,128,A-,0,1,0,1
3009,,59,,30,16,617,40,44,R4,128,B+,0,1,0,1
3022,,65,,30,35,541,40,46,R4,128,A-,0,1,0,1
3033,,0,75,33,38,350,39,49,R4,128,B,0,1,0,1
3034,,64,67,33,70,548,38,50,R4,128,C,0,1,0,0
3049,,,71,33,33,463,37,46,R4,128,A,0,1,0,1
3055,,69,,27,1,264,40,44,R4,128,A,0,1,0,1
3057,,,65,30,76,392,37,39,R4,126,C-,0,1,0,0
3064,,72,,31,8,485,40,45,R4,122,A,1,0,0,1
3068,,0,76,,11,480,38,47,R4,128,A-,0,1,0,1
3077,,,66,31,12,350,40,46,R4,128,A,0,1,0,1
3079,,63,,32,1,691,40,50,R4,128,A,0,1,0,1
3084,,0,75,33,100,403,35,49,R4,128,A,0,1,0,1
3099,,64,68,30,1,511,40,44,R4,128,B+,0,1,0,1
3103,,,,25,41,391,39,40,R4,128,B,0,1,0,1
3113,,,,29,48,321,38,39,R4,126,B,0,1,0,1
3117,,,,27,1,150,40,43,R4,122,A,1,0,0,1
3131,,,,26,18,133,39,46,R4,128,,0,1,0,
3135,,58,64,30,1,466,40,45,R4,120,A-,0,0,1,1
3150,,68,62,34,3,361,40,49,R4,128,B,0,1,0,1
3159,,,72,,,,39,46,R4,122,B+,1,0,0,1
3168,,76,,33,3,27,40,56,R4,128,A,0,1,0,1
3169,,,66,,34,389,39,45,R4,128,A,0,1,0,1
3181,,0,63,29,4,226,40,48,R4,128,A-,0,1,0,1
3192,,66,67,29,60,663,40,46,R4,128,A-,0,1,0,1
3195,,72,75,35,33,191,36,52,R4,128,A-,0,1,0,1
3200,,56,,30,41,280,38,40,R4,122,C+,1,0,0,0
3206,,70,77,36,1,340,40,55,R4,128,A,0,1,0,1
3226,,74,71,34,5,100,39,44,R4,128,B,0,1,0,1
3248,,,70,,,,39,49,R4,128,B,0,1,0,1
3261,,,,32,69,342,36,44,R4,128,A,0,1,0,1
3265,,,,31,7,447,39,47,R4,128,B,0,1,0,1
3291,,,72,33,,,39,45,R4,128,,0,1,0,
3350,,,61,33,16,187,37,41,R4,128,,0,1,0,
3370,,68,,32,12,257,35,35,R4,128,,0,1,0,
3373,,,,34,,,40,51,R4,128,,0,1,0,
3382,,,66,29,14,219,39,45,R4,128,,0,1,0,
3385,,72,73,30,1,242,40,45,R4,128,,0,1,0,
3388,,,61,27,2,177,40,39,R4,120,,0,0,1,
3389,,,72,34,,,40,54,R4,128,,0,1,0,
3392,,,76,,110,279,37,43,R4,128,,0,1,0,
3393,,,74,32,34,680,40,48,R4,128,,0,1,0,
3404,,68,66,28,30,702,40,47,R4,128,,0,1,0,
3405,,50,60,29,22,349,39,44,R4,128,,0,1,0,
3411,,,63,33,8,140,40,51,R4,128,,0,1,0,
3423,,72,78,33,1,68,40,45,R4,128,,0,1,0,
3440,,63,,30,1,216,40,41,R4,128,,0,1,0,
3441,,,,33,1,390,40,49,R4,128,,0,1,0,
3446,,69,76,32,6,240,38,51,R4,128,,0,1,0,
3454,,,67,33,2,195,40,48,R4,128,,0,1,0,
3464,,,,33,,,40,48,R4,128,,0,1,0,
3471,,,,30,21,436,39,41,R4,122,,1,0,0,
3474,,,66,28,,,34,37,R4,128,,0,1,0,
3476,,,55,,,,0,10,R4,122,,1,0,0,
3481,,62,,29,62,723,39,44,R4,128,,0,1,0,
3482,,,56,27,,265,39,42,R4,120,,0,0,1,
3489,,70,,34,2,571,40,53,R4,128,,0,1,0,
3491,,65,69,31,9,594,40,49,R4,128,,0,1,0,
3492,,59,68,,5,236,40,42,R4,128,,0,1,0,
3504,,,,34,54,338,37,45,R4,128,,0,1,0,
3510,,,67,,3,597,40,48,R4,128,,0,1,0,
3522,,,65,28,148,680,38,38,R4,128,,0,1,0,
3527,,,66,,132,215,23,36,R4,128,,0,1,0,
3528,,,72,,49,217,37,45,R4,128,,0,1,0,
3538,,,,29,2,257,40,43,R4,128,,0,1,0,
3546,,,76,32,1,384,40,54,R4,128,,0,1,0,
3547,,66,,29,12,189,40,46,R4,128,,0,1,0,
3551,,,,33,82,400,37,40,R4,128,,0,1,0,
3571,,,,28,25,633,40,43,R4,128,,0,1,0,
3572,,,,28,1,29,40,41,R4,128,,0,1,0,
3577,,65,,33,,,39,54,R4,128,,0,1,0,
3578,,61,,31,15,432,40,44,R4,122,,1,0,0,
3581,,,63,31,142,534,33,38,R4,128,,0,1,0,
3582,,58,,35,67,349,35,48,R4,128,,0,1,0,
3591,,,,32,91,480,37,48,R4,128,,0,1,0,
3594,,48,57,28,,,37,39,R4,128,,0,1,0,
3602,,0,72,34,6,424,39,47,R4,128,,0,1,0,
3605,,68,,31,5,257,39,48,R4,128,,0,1,0,
3608,,,,28,103,480,36,40,R4,128,,0,1,0,
3609,,,,31,23,236,40,41,R4,128,,0,1,0,
3622,,,,31,8,260,40,48,R4,128,,0,1,0,
3627,,,71,29,38,680,40,46,R4,128,,0,1,0,
3628,,,,26,4,187,39,38,R4,128,,0,1,0,
3638,,57,63,32,17,135,37,39,R4,120,,0,0,1,
3640,,,66,31,8,370,40,42,R4,128,,0,1,0,
3649,,,75,32,2,175,40,45,R4,122,,1,0,0,
3652,,,,29,6,181,39,42,R4,128,,0,1,0,
3654,,,66,29,67,680,40,39,R4,128,,0,1,0,
3656,,,61,,,,39,40,R4,128,,0,1,0,
3659,,,66,30,1,420,40,44,R4,128,,0,1,0,
3660,,,71,34,1,225,40,46,R4,128,,0,1,0,
3669,,,,34,16,455,40,46,R4,126,,0,1,0,
3674,,64,61,28,145,702,35,38,R4,126,,0,1,0,
3679,,,71,,57,450,34,48,R4,128,,0,1,0,
3685,,,53,27,17,373,39,40,R4,126,,0,1,0,
3690,,70,69,,1,216,40,42,R4,128,,0,1,0,
3701,,,,26,6,330,39,42,R4,128,,0,1,0,
3702,,,62,30,1,375,40,45,R4,128,,0,1,0,
3704,,66,,32,2,90,40,43,R4,128,,0,1,0,
3709,,,78,,,205,33,44,R4,128,,0,1,0,
3712,,64,77,,71,383,39,43,R4,220,,0,1,0,
3714,,,,32,6,147,40,47,R4,122,,1,0,0,
3718,,,,30,10,493,39,45,R4,128,,0,1,0,
3720,,,,30,20,324,39,43,R4,120,,0,0,1,
3723,,55,62,31,1,402,40,44,R4,120,,0,0,1,
3724,,70,,36,21,279,37,49,R4,128,,0,1,0,
3730,,,,29,1,339,40,48,R4,128,,0,1,0,
3745,,60,70,,10,71,38,40,R4,128,,0,1,0,
3747,,,67,29,,,34,36,R4,128,,0,1,0,
3750,,,,28,23,201,39,41,R4,126,,0,1,0,
3755,,62,70,30,5,292,40,44,R4,128,,0,1,0,
3762,,,57,32,3,187,40,45,R4,128,,0,1,0,
3766,,70,71,34,2,286,40,51,R4,128,,0,1,0,
3771,,,69,33,28,422,39,44,R4,126,,0,1,0,
3799,,66,,33,1,349,40,46,R4,128,,0,1,0,
3808,,52,,27,3,55,40,39,R4,128,,0,1,0,
3817,,65,70,33,61,374,33,39,R4,128,,0,1,0,
3827,,,,32,1,220,40,44,R4,128,,0,1,0,
3831,,,,33,47,311,37,37,R4,128,,0,1,0,
3841,,68,68,30,54,331,36,44,R4,128,,0,1,0,
3852,,59,72,28,14,199,40,43,R4,128,,0,1,0,
3862,,,64,29,18,400,38,46,R4,128,,0,1,0,
3872,,,,26,7,258,39,37,R4,128,,0,1,0,
3873,,,,27,,,39,41,R4,128,,0,1,0,
3875,,0,71,34,48,516,34,48,R4,128,,0,1,0,
3882,,,69,32,7,317,39,50,R4,128,,0,1,0,
3888,,69,69,32,6,292,40,45,R4,128,,0,1,0,
3889,,,,28,1,116,40,42,R4,120,,0,0,1,
3903,,,73,,1,94,40,51,R4,128,,0,1,0,
3921,,,63,29,22,492,39,40,R4,128,,0,1,0,
3925,,,,29,1,286,40,40,R4,120,,0,0,1,
3926,,,,29,21,258,39,41,R4,128,,0,1,0,
3928,,,,30,1,338,40,47,R4,128,,0,1,0,
3931,,,69,29,2,90,40,45,R4,128,,0,1,0,
3933,,,74,32,11,410,40,52,R4,128,,0,1,0,
3943,,,,28,41,526,38,36,R4,120,,0,0,1,
3975,,59,,34,21,486,40,45,R4,128,,0,1,0,
3989,,60,,31,20,486,40,48,R4,128,,0,1,0,
3991,,,,32,6,295,40,49,R4,128,,0,1,0,
4007,,,,30,7,153,39,45,R4,220,,0,1,0,
4014,,65,,30,10,274,39,45,R4,122,,1,0,0,
4016,,0,69,,12,405,40,45,R4,128,,0,1,0,
4020,,,,31,68,633,39,46,R4,128,,0,1,0,
4032,,,,29,16,332,39,44,R4,128,,0,1,0,
4033,,,,32,13,449,40,50,R4,128,,0,1,0,
4051,,,63,27,53,483,40,45,R4,128,,0,1,0,
4056,,,64,27,119,445,34,36,R4,128,,0,1,0,
122,1,,,29,8,22,32,37,R6,128,B-,0,1,0,0
123,1,71,69,28,34,439,32,36,R6,128,B-,0,1,0,0
124,1,66,,31,24,263,32,35,R6,128,C-,0,1,0,0
124,1,66,,31,24,263,32,35,R6,128,D,0,1,0,0
125,1,,63,,165,413,27,34,R6,128,B-,0,1,0,0
126,1,,69,,,,26,33,R6,128,C-,0,1,0,0
128,1,64,69,27,114,432,33,33,R6,128,B,0,1,0,1
129,1,,,27,114,417,29,32,R6,128,C+,0,1,0,0
737,0,,,,,,,,R6,122,B-,0,0,1,0
832,,,68,28,156,343,29,30,R6,122,B,0,0,1,1
1230,,,67,32,41,185,34,37,R6,126,C,1,0,0,0
1232,,54,63,28,100,453,34,36,R6,126,C,1,0,0,0
1235,,53,61,,42,467,34,36,R6,126,B-,1,0,0,0
1236,,,,28,67,173,31,30,R6,126,C,1,0,0,0
1245,,65,64,,125,257,31,35,R6,128,B,0,1,0,1
1259,,71,67,33,109,452,30,31,R6,126,B-,1,0,0,0
1285,,66,73,31,59,360,31,33,R6,128,C+,0,1,0,0
1302,,,66,28,56,353,32,34,R6,128,C,0,1,0,0
1312,,,69,,111,492,30,35,R6,128,B,0,1,0,1
1322,,,68,,,,31,33,R6,128,A-,0,1,0,1
1389,,,66,,19,402,34,36,R6,120,A-,0,0,1,1
2,1,,72,36,1,312,40,59,R8,128,A,1,0,0,1
3,1,,,35,2,96,39,57,R8,220,A-,0,0,0,1
4,0,,71,36,1,447,40,55,R8,128,B,1,0,0,1
5,1,71,74,,1,254,40,55,R8,220,A-,0,0,0,1
6,1,64,65,33,16,471,40,55,R8,128,A-,1,0,0,1
7,0,67,72,34,1,442,40,54,R8,128,A,1,0,0,1
8,1,71,80,,35,443,39,54,R8,220,A,0,0,0,1
9,0,71,73,32,1,287,40,54,R8,128,A,1,0,0,1
10,1,,74,36,1,163,40,53,R8,128,B+,1,0,0,1
11,0,,,33,11,287,40,53,R8,128,A,1,0,0,1
12,0,65,,31,23,285,40,53,R8,128,A,1,0,0,1
13,1,,74,,,,37,52,R8,220,A,0,0,0,1
14,1,66,72,31,1,379,40,52,R8,128,A,1,0,0,1
15,0,,66,33,1,144,40,52,R8,128,A-,1,0,0,1
17,0,66,,33,8,412,40,52,R8,128,A,1,0,0,1
18,0,71,65,31,8,441,40,52,R8,128,A-,1,0,0,1
19,0,,,32,1,52,40,52,R8,122,A+,0,0,1,1
20,1,80,,34,16,525,39,51,R8,128,A,1,0,0,1
21,1,70,67,31,32,285,37,51,R8,128,A,1,0,0,1
22,1,75,73,36,3,80,40,51,R8,128,A-,1,0,0,1
23,1,,,32,1,287,40,51,R8,128,A,1,0,0,1
24,0,65,65,32,4,285,40,51,R8,128,A,1,0,0,1
25,0,,,32,1,338,40,51,R8,128,A,1,0,0,1
26,1,67,68,31,17,482,40,51,R8,128,B+,1,0,0,1
27,1,70,73,33,38,345,37,51,R8,128,A-,1,0,0,1
28,0,,65,30,17,455,38,50,R8,128,A-,1,0,0,1
29,1,62,69,31,23,373,39,50,R8,220,A,0,0,0,1
30,1,,,35,4,231,39,50,R8,128,A-,1,0,0,1
32,0,67,76,30,1,386,40,50,R8,128,A,1,0,0,1
33,1,62,,33,4,339,39,50,R8,128,C+,1,0,0,0
34,0,79,70,,11,536,40,50,R8,128,A,1,0,0,1
35,1,71,,31,23,378,39,50,R8,128,A,1,0,0,1
36,0,75,72,,15,554,40,50,R8,128,A,1,0,0,1
37,1,71,79,32,15,381,39,50,R8,128,B,1,0,0,1
38,1,70,72,33,1,144,40,50,R8,220,A-,0,0,0,1
39,0,70,65,31,7,131,38,49,R8,128,B+,1,0,0,1
40,0,,,31,1,662,40,49,R8,128,A,1,0,0,1
41,0,66,73,29,10,471,40,49,R8,128,A,1,0,0,1
42,0,,68,31,27,443,39,49,R8,128,A,1,0,0,1
43,0,66,,30,8,272,40,49,R8,128,A,1,0,0,1
44,1,,,32,2,220,40,49,R8,128,B+,1,0,0,1
45,1,,74,32,1,286,40,49,R8,128,B+,1,0,0,1
46,0,65,69,33,1,163,40,49,R8,128,B,1,0,0,1
47,0,,,30,31,283,38,49,R8,128,B+,1,0,0,1
48,0,,68,31,7,69,38,48,R8,128,B+,1,0,0,1
49,1,,70,30,1,254,40,48,R8,128,A,1,0,0,1
50,1,,66,31,2,250,39,48,R8,122,A,0,0,1,1
51,0,,,33,5,589,40,48,R8,128,B+,1,0,0,1
52,0,70,73,,1,439,40,48,R8,220,B,0,0,0,1
53,1,65,,31,28,259,39,48,R8,128,B-,1,0,0,0
54,0,,68,,1,232,40,48,R8,128,A,1,0,0,1
55,1,,,30,1,442,40,47,R8,128,B+,1,0,0,1
56,0,66,68,30,1,622,40,47,R8,128,A,1,0,0,1
57,1,,,28,1,222,40,47,R8,128,A,1,0,0,1
58,1,,,32,1,634,40,47,R8,128,B+,1,0,0,1
59,1,63,58,27,19,599,40,47,R8,128,B,1,0,0,1
60,0,63,,28,9,286,38,47,R8,128,A,1,0,0,1
61,0,,66,27,23,417,38,47,R8,220,A,0,0,0,1
62,1,62,68,,,,33,46,R8,126,A,0,0,1,1
63,1,73,73,,4,186,38,46,R8,128,A-,1,0,0,1
64,1,,,31,23,566,38,46,R8,128,A,1,0,0,1
65,0,73,70,31,3,275,40,46,R8,128,C+,1,0,0,0
66,0,63,62,29,10,525,40,46,R8,128,A,1,0,0,1
67,0,,62,31,81,441,37,46,R8,128,A-,1,0,0,1
68,0,69,,32,1,55,39,46,R8,128,C,1,0,0,0
69,0,64,58,30,1,378,40,46,R8,120,A-,0,0,1,1
70,0,,65,29,12,432,40,46,R8,128,B-,1,0,0,0
71,1,61,58,28,3,143,39,46,R8,128,A,1,0,0,1
72,1,70,,31,1,245,40,46,R8,128,B+,1,0,0,1
73,0,56,,31,17,471,39,46,R8,126,A-,0,0,1,1
75,1,65,71,,1,255,40,45,R8,128,B+,1,0,0,1
76,0,,,29,3,217,40,45,R8,128,B,1,0,0,1
77,0,,65,29,10,464,39,45,R8,128,A-,1,0,0,1
78,0,64,65,28,35,365,37,45,R8,128,B,1,0,0,1
80,1,,72,31,32,462,38,45,R8,128,B+,1,0,0,1
81,0,,,27,1,210,40,45,R8,128,C,1,0,0,0
82,0,69,,27,4,228,40,45,R8,128,B-,1,0,0,0
83,0,53,,29,13,172,39,45,R8,128,C,1,0,0,0
84,0,65,,31,35,442,37,45,R8,128,A,1,0,0,1
85,0,,62,29,28,295,36,45,R8,128,B+,1,0,0,1
86,1,56,,28,24,378,39,44,R8,128,B+,1,0,0,1
87,0,64,61,29,6,373,40,44,R8,220,B+,0,0,0,1
88,1,,69,30,47,462,36,44,R8,128,A-,1,0,0,1
89,0,71,72,27,3,362,39,44,R8,128,A,1,0,0,1
90,0,60,,31,22,442,37,44,R8,128,B,1,0,0,1
92,0,60,66,,15,272,38,43,R8,128,A,1,0,0,1
93,0,66,62,30,13,172,36,43,R8,128,B,1,0,0,1
95,1,,67,31,39,295,36,43,R8,128,B+,1,0,0,1
96,0,66,61,27,34,465,38,43,R8,128,B,1,0,0,1
97,0,65,69,,28,262,35,43,R8,128,B-,1,0,0,0
98,0,65,65,28,12,350,39,43,R8,128,B,1,0,0,1
99,1,,,27,7,205,39,42,R8,128,B,1,0,0,1
101,1,,,28,72,390,37,42,R8,128,B+,1,0,0,1
102,1,58,,27,33,344,39,42,R8,128,C,1,0,0,0
103,0,59,,27,13,580,39,42,R8,122,A,0,0,1,1
105,0,,65,30,9,121,38,41,R8,128,B+,1,0,0,1
106,0,73,,29,72,494,36,41,R8,122,A-,0,0,1,1
107,1,59,,29,6,236,39,41,R8,122,B+,0,0,1,1
108,0,,,32,36,236,35,41,R8,128,B,1,0,0,1
109,1,60,58,30,24,236,37,40,R8,128,B,1,0,0,1
110,1,,64,27,15,102,35,40,R8,128,C,1,0,0,0
111,0,,,27,12,352,37,40,R8,122,A,0,0,1,1
112,1,,,31,25,184,34,40,R8,128,B-,1,0,0,0
113,0,70,70,29,113,462,32,40,R8,128,C,1,0,0,0
114,0,,66,31,25,316,36,40,R8,128,B-,1,0,0,0
115,1,62,72,29,205,482,31,39,R8,128,A,1,0,0,1
116,0,50,,26,9,90,39,39,R8,122,A,0,0,1,1
117,1,64,,28,15,244,36,38,R8,126,A,0,0,1,1
118,1,,73,,83,462,34,38,R8,128,B+,1,0,0,1
119,1,69,68,29,93,409,35,38,R8,128,B,1,0,0,1
120,0,61,,26,45,291,37,38,R8,122,B,0,0,1,1
121,1,63,62,28,60,295,33,38,R8,128,D-,1,0,0,0
771,,,,,,,,,R8,128,A,1,0,0,1
772,,,,,,,,,R8,128,A-,1,0,0,1
778,,,,,,,,,R8,398,A,0,0,0,1
804,0,71,,,15,300,,,R8,128,A-,1,0,0,1
942,,66,67,32,13,255,39,46,R8,120,A,0,0,1,1
1134,,,66,31,24,463,39,47,R8,122,A,0,0,1,1
1138,,,,29,45,438,36,41,R8,122,A,0,0,1,1
1157,,,65,32,2,269,40,49,R8,122,B+,0,0,1,1
1219,,67,59,31,44,486,37,39,R8,122,A-,0,0,1,1
1228,,62,,30,21,376,38,43,R8,126,B-,0,0,1,0
1233,,,,27,7,65,38,42,R8,126,B+,0,0,1,1
1234,,59,,32,26,266,37,44,R8,126,A-,0,0,1,1
1237,,,65,,,,36,44,R8,128,A,1,0,0,1
1238,,68,,31,1,97,40,46,R8,128,A-,1,0,0,1
1239,,61,,34,9,81,39,53,R8,128,B,1,0,0,1
1241,,80,80,33,3,62,39,50,R8,128,B,1,0,0,1
1242,,75,72,34,65,635,36,45,R8,128,A,1,0,0,1
1244,,59,,30,1,452,40,47,R8,128,B,1,0,0,1
1246,,,68,31,4,211,40,46,R8,128,A-,1,0,0,1
1248,,67,68,,,,26,34,R8,128,B,1,0,0,1
1251,,,75,36,24,610,40,51,R8,128,B,1,0,0,1
1252,,63,,27,1,287,40,43,R8,128,C,1,0,0,0
1253,,,,32,8,333,40,49,R8,122,A,0,0,1,1
1254,,59,,28,6,427,39,45,R8,122,B+,0,0,1,1
1256,,61,,31,9,269,37,45,R8,128,B,1,0,0,1
1257,,51,67,32,3,182,40,49,R8,128,B,1,0,0,1
1258,,,,36,1,628,40,55,R8,128,A,1,0,0,1
1260,,60,69,32,18,529,40,49,R8,128,B,1,0,0,1
1261,,63,,32,5,133,40,52,R8,128,A,1,0,0,1
1263,,74,74,33,1,72,40,51,R8,128,A,1,0,0,1
1264,,62,67,,12,412,39,42,R8,128,A,1,0,0,1
1265,,80,80,32,1,57,40,48,R8,128,A,1,0,0,1
1266,,,63,29,,,39,45,R8,128,A-,1,0,0,1
1267,,70,73,,,,38,49,R8,128,A,1,0,0,1
1270,,,61,31,5,223,40,47,R8,128,A,1,0,0,1
1271,,79,80,34,11,274,38,48,R8,128,A,1,0,0,1
1273,,,74,,1,276,40,52,R8,128,A-,1,0,0,1
1274,,65,,32,16,390,39,46,R8,128,B+,1,0,0,1
1275,,,64,31,31,398,39,45,R8,128,B+,1,0,0,1
1276,,67,74,31,72,451,34,39,R8,128,A,1,0,0,1
1277,,57,,25,22,351,40,41,R8,128,C+,1,0,0,0
1278,,,,31,42,452,38,43,R8,128,B,1,0,0,1
1279,,,,30,9,196,35,38,R8,128,C+,1,0,0,0
1280,,,,29,3,35,38,43,R8,128,C+,1,0,0,0
1281,,,69,32,33,198,34,43,R8,128,B+,1,0,0,1
1282,,65,,29,42,529,38,42,R8,128,B-,1,0,0,0
1283,,79,78,36,1,81,40,57,R8,128,A,1,0,0,1
1286,,,64,,45,480,38,39,R8,128,C,1,0,0,0
1287,,62,65,26,1,392,40,43,R8,128,A-,1,0,0,1
1288,,,60,30,57,469,35,40,R8,128,B-,1,0,0,0
1289,,,66,,8,153,38,47,R8,128,A,1,0,0,1
1290,,69,,31,39,526,39,48,R8,128,D,1,0,0,0
